ds,yhat,yhat_lower,yhat_upper
2011-02-10,24694.512169119014,11121.34905627425,38584.62849577872
2011-02-11,14624.240386497006,659.4369923080446,26859.784380506906
2011-02-13,5055.899659673818,-8089.426514541763,19075.673350566958
2011-02-14,17901.643615601417,4187.164593706012,31678.578461258203
2011-02-15,23470.329742219204,10088.042138071274,35676.860060046565
2011-02-16,19481.555021231987,5677.8995225245335,33033.9257520393
2011-02-17,28882.79731637851,15798.004783468583,41438.51189249951
2011-02-18,18848.425171314553,5333.842249955643,32448.509236538994
2011-02-20,8990.327302743965,-4388.8765997874825,22909.362731741527
2011-02-21,21528.004853677372,8492.034781669492,35578.55107853631
2011-02-22,26696.405757766428,13866.742652458444,42191.53906938868
2011-02-23,22230.584165715023,8131.424967614276,34946.0774056999
2011-02-24,31095.32702099528,18746.42608303259,44089.09755636339
2011-02-25,20483.633876908323,7136.799524654728,33831.79519389132
2011-02-27,9426.1915861536,-4652.355857075555,22960.233304440786
2011-02-28,21380.629110959966,7923.736283064656,34756.15197001599
2011-03-01,26001.413228595167,12783.85652355365,37490.3511290216
2011-03-02,21040.415993712304,7372.432344486023,34549.946512949595
2011-03-03,29477.323314837573,16573.859634455064,43497.28114745891
2011-03-04,18517.707373939375,5229.590778019735,32677.149312397905
2011-03-06,7040.8869213795515,-5584.208894611723,20434.34688936081
2011-03-07,18934.778170114798,5491.1668628289135,31608.2770368221
2011-03-08,23596.504905378217,9603.875554989358,36545.80686044301
2011-03-09,18775.554616686575,5232.078699885363,31318.546932336798
2011-03-10,27446.19642003315,13210.267305535313,41062.756395430675
2011-03-11,16805.748776829096,2861.802522735377,29788.91801331653
2011-03-13,6178.094206753678,-7807.15712090565,20004.29476696242
2011-03-14,18574.12319316581,5658.720762702032,31802.862576494972
2011-03-15,23768.568945781706,11192.118152389085,37269.705429673646
2011-03-16,19493.88836262323,6533.127976461672,32683.02747049988
2011-03-17,28706.981444498168,16257.87217936204,42259.31065897419
2011-03-18,18587.978906367876,4703.553774222305,31853.28465774463
2011-03-20,8875.391690292265,-4803.769912838829,21050.423038465007
2011-03-21,21636.036362486222,7793.00144794826,34071.43189952989
2011-03-22,27116.925833212106,13082.490493089368,40451.4840722327
2011-03-23,23041.21639773879,9985.679038079332,36675.038243859475
2011-03-24,32359.136305407515,19543.101077758194,46301.237116613236
2011-03-25,22246.9613229407,9115.88915986156,35569.04563954622
2011-03-27,12253.240448954424,-694.1460721821725,25503.96159465318
2011-03-28,24732.816366729276,11430.559604185268,37416.921691369535
2011-03-29,29848.20828443412,17302.715553436414,42840.99542819344
2011-03-30,25332.68380917552,12217.270442305387,38573.34067455071
2011-03-31,34148.78472696278,21426.08839561595,48828.95154417353
2011-04-01,23486.942477257548,9976.20496763411,37149.35473079795
2011-04-03,12313.667298153257,-1122.0503415048927,25757.56170550465
2011-04-04,24196.99139888653,9659.811404072781,38632.77861258836
2011-04-05,28734.587505811312,15913.90912287362,42457.89826410829
2011-04-06,23676.332173765808,9932.948971885413,37418.069816484036
2011-04-07,32000.430514817108,17632.579473572296,46081.633386116635
2011-04-08,20911.58891064482,7288.011644458356,34225.17906283138
2011-04-10,9127.12768899927,-3829.0006057355263,21899.02275394226
2011-04-11,20844.534789506833,7853.553371047065,34950.40379834636
2011-04-12,25317.25393609651,12199.122743198079,40740.891890248524
2011-04-13,20297.662216285848,6870.230029788769,33578.68491643217
2011-04-14,28763.622656343832,15399.12268258367,43079.53312171927
2011-04-15,17916.67603405167,4261.079557855246,31442.0783471219
2011-04-17,6889.989979942784,-6396.628725930703,19842.335247549723
2011-04-18,19104.088755549757,4917.121815384865,33267.5156636754
2011-04-19,24135.708292242212,10058.455121296434,37838.16062152781
2011-04-20,19722.844691740953,6918.676524070761,33601.2654418186
2011-04-21,28827.748983889946,14942.869546366004,42305.01454958502
2011-04-26,27301.30216354332,13763.669987327909,41836.586841675555
2011-04-27,23380.158805496343,9348.4270451901,36493.98319217586
2011-04-28,32902.64808369121,19010.792306972697,45899.89508073661
2011-05-01,13695.73379547708,906.2199272489156,26436.46547079594
2011-05-03,32094.133429841975,19475.16966390372,45611.916840290374
2011-05-04,28026.23215026505,14081.42451142855,41723.42001785329
2011-05-05,37311.75141969914,23918.16818091523,50881.71011214818
2011-05-06,27133.690514178572,13054.902898348195,39835.89561940157
2011-05-08,16939.108377720302,3610.875743830658,30933.14211655291
2011-05-09,29300.75675920428,15077.5537094211,43043.04307773196
2011-05-10,34298.21874828368,20553.158922712737,47218.92922152512
2011-05-11,29673.26705710307,16644.750701322573,42839.00531408397
2011-05-12,38396.3952347413,24736.368722676732,52242.16687091143
2011-05-13,27665.154681511856,14112.455872573197,40760.6290759531
2011-05-15,16446.66115078341,3254.4342531543352,29096.576487379953
2011-05-16,28362.17843276527,15956.123908917692,41916.195541782814
2011-05-17,32971.27045041025,20031.337338886373,46245.52028545566
2011-05-18,28023.821186263533,15258.13564620298,41648.73252566793
2011-05-19,36496.351222078934,22763.168429491172,49246.92441882941
2011-05-20,25590.221401463696,12021.659113175709,39419.64533243853
2011-05-22,14252.884212211211,-356.93225124918354,27139.234410826437
2011-05-23,26220.697234661464,13788.003125825973,39447.979908194975
2011-05-24,30950.48479912699,16894.3173799192,43931.36179617939
2011-05-25,26185.1363138604,13512.972463228009,39012.91936408821
2011-05-26,34892.50338139473,22473.9602686682,48891.27848285497
2011-05-27,24263.885141106563,10817.96737073724,36982.16148140103
2011-05-29,13564.31552651439,-218.34791993123298,26833.030978041752
2011-05-31,30929.39157061834,18190.141937748605,46276.123919305195
2011-06-01,26478.65770972181,13077.842273929713,40583.88705610643
2011-06-02,35472.72728101188,23613.046570410505,48461.33471357906
2011-06-03,25092.716380827307,11780.31330335898,37316.6827483645
2011-06-05,14742.087097885014,1275.206189152877,27599.26398226933
2011-06-06,27133.43820223062,12528.06970015082,40914.3580423839
2011-06-07,32218.3025614681,18376.029617090633,45476.111412722545
2011-06-08,27725.917521001007,14343.683370956935,41431.74459497158
2011-06-09,36613.17221121594,23531.665131138987,50539.281650892626
2011-06-10,26063.381711093003,12809.195605362493,38879.916019859484
2011-06-12,15202.34262181662,2271.347166722868,28872.01972348646
2011-06-13,27266.246379214892,14137.677872568695,40971.47367391593
2011-06-14,31986.650946572114,18160.71685888247,46254.5150062067
2011-06-15,27102.550657579308,13625.121806742016,40764.11475117134
2011-06-16,35581.36771253695,21946.430995221257,48287.58011498693
2011-06-17,24617.421389024887,11017.564174365043,36872.35071977498
2011-06-19,12955.410709023503,-17.622292865961658,25957.36828878825
2011-06-20,24654.058446280265,10117.173835470503,37972.5091237153
2011-06-21,29046.022378807927,15562.803671190059,42026.25566354651
2011-06-22,23879.110920415264,10491.677451125022,36779.60491769772
2011-06-23,32128.33842074343,18881.10740121814,45367.2394931644
2011-06-24,20994.20886090012,8626.297425125593,34645.25431528785
2011-06-26,9186.945584774054,-4193.984815100626,23015.736346127393
2011-06-27,20914.810350591662,7890.135502818157,34380.162197530575
2011-06-28,25403.92342588507,11657.040117549308,38250.57269217625
2011-06-29,20400.052927298282,7266.3510296965715,33080.17667567204
2011-06-30,28874.620452490017,16328.097037576767,42162.604364767794
2011-07-01,18023.117522768804,4208.476376397903,32026.59473151883
2011-07-03,6926.858594957379,-7168.745448692849,20501.093634088447
2011-07-04,19067.634189840766,5745.201114779807,32593.771843847575
2011-07-05,23996.46861493943,10344.73657049134,37444.180992700865
2011-07-06,19450.03397333363,6279.07116275239,33940.49503535787
2011-07-07,28390.551029674025,15782.42039938586,41476.784104720144
2011-07-08,18004.444943860464,4988.430980885378,32007.107068429763
2011-07-10,7803.063798379379,-6056.765547056469,20697.831007802073
2011-07-11,20357.788218666232,7566.11434826775,34639.801816176805
2011-07-12,25669.28648472001,12637.222338824477,38627.88122904609
2011-07-13,21468.75277423236,7885.644496814937,34889.77090014622
2011-07-14,30714.028535589732,17490.399110367794,44687.88100565121
2011-07-15,20588.304099219313,7605.569904542393,34541.07753102017
2011-07-17,10767.360197454913,-1813.6235340477908,24569.566671645753
2011-07-18,23441.3058273896,9886.60351581877,35728.37089201772
2011-07-19,28825.834159582828,15321.601913193808,42717.996614028
2011-07-20,24654.111638283437,11348.957810013415,37840.44230664376
2011-07-21,33886.69133461968,21167.54666952391,47837.857074435444
2011-07-22,23710.068544459256,10218.690473750718,36217.094136181084
2011-07-24,13687.978877787587,422.7892897416676,28040.07296089697
2011-07-25,26219.85793824415,12899.48386092802,39649.84992799842
2011-07-26,31440.181283007078,18112.20587135369,45073.563482794365
2011-07-27,27086.108387208606,14231.823707467325,40051.458036771306
2011-07-28,36121.92728498875,22435.76105876075,48954.69720633935
2011-07-29,25737.52016369031,12313.850176673921,38037.1798590851
2011-07-31,15278.232458762897,1258.894005503942,27853.33702021881
2011-08-01,27585.27479849977,14142.875069183685,40946.49755176144
2011-08-02,32578.89371911802,18692.36036945773,45756.73737115999
2011-08-03,27997.44236064532,14762.698313559944,41634.93646986841
2011-08-04,36806.05196667918,23547.567537627747,50756.026344882746
2011-08-05,26195.177720788583,13071.71883182473,39001.94558483552
2011-08-07,15286.703663684051,2443.1710568742706,28736.502520006838
2011-08-08,27371.722605181785,13824.759871270015,40550.66863242216
2011-08-09,32145.671748424254,19250.809885119204,44606.50377610557
2011-08-10,27347.67566687061,13605.401923755506,40531.96954528268
2011-08-11,35943.98350159795,22824.849259839382,49855.33385376249
2011-08-12,25126.591674375664,11379.60043847064,37685.32454915433
2011-08-14,13831.032926804482,778.6687363732224,26364.6032049692
2011-08-15,25741.072282455105,11719.645732999825,38942.73206807182
2011-08-16,30356.98555747187,16342.83727154156,42961.08196295278
2011-08-17,25421.894650052516,12156.35775148641,39104.30144835499
2011-08-18,33906.41334309236,20745.835463929983,47159.49794619117
2011-08-19,23007.163858263197,11209.446619355349,35675.92950116179
2011-08-21,11656.690026128927,-2798.3775498254595,24522.92617136486
2011-08-22,23602.957026866636,10716.979834039726,36706.19763881774
2011-08-23,28303.254792643085,15629.727190540234,42106.9014297822
2011-08-24,23504.341467553488,9911.05591981411,36839.722898607215
2011-08-25,32179.738783368644,18491.36637427216,46420.040682400264
2011-08-26,21528.076094959462,8106.511029254123,34728.227133926164
2011-08-28,10845.499864849182,-2951.6604228248707,24085.498118379885
2011-08-30,28382.018694427104,15513.102644685523,40967.565439612874
2011-08-31,24103.118166017626,10429.385356451408,37660.89351376258
2011-09-01,33341.3230616007,19828.358396720174,46146.4755888119
2011-09-02,23288.10407743349,8845.840396913909,37274.248895903365
2011-09-04,13874.333368743679,1032.4009247974711,26891.93996597559
2011-09-05,26889.225143879507,13543.552145221644,41339.244227864954
2011-09-06,32706.58320827871,19784.46823062308,46012.7022800162
2011-09-07,29056.832133481403,14925.07180520097,42654.24630792028
2011-09-08,38895.44659290979,25428.3646089541,52311.261049367204
2011-09-09,29401.62418674328,16086.713258041025,42245.660575300186
2011-09-11,20936.30641133729,6341.106133720692,35410.36023870639
2011-09-12,34318.41345671436,20857.212637226334,48746.441708729966
2011-09-13,40418.884326382526,27267.057586999967,54240.92319253325
2011-09-14,36960.336269072184,24001.99390592577,50627.229660205274
2011-09-15,46892.14209690846,33540.362345022164,59570.257631205655
2011-09-16,37389.30668513669,22132.748080563782,50565.00242745097
2011-09-18,28593.03602190263,15150.590735320538,42216.86777103385
2011-09-19,41655.553741888776,27537.72591245934,55363.191065704916
2011-09-20,47338.98964056298,33723.57015252533,60549.7112719226
2011-09-21,43372.67267590511,30207.415994354786,57937.252253833685
2011-09-22,52714.75187662678,39911.19576800519,65942.94277532923
2011-09-23,42550.90124349456,30142.902691906704,56090.68101252126
2011-09-25,32269.483254099156,19871.9117499781,46519.134072948844
2011-09-26,44536.423946284136,29876.57905862963,57828.04744315465
2011-09-27,49409.44636681277,34847.33387174213,62355.576919139945
2011-09-28,44633.80810449665,31449.66083391622,58196.08100028379
2011-09-29,53183.57208828487,39635.607319932045,67455.06369182606
2011-09-30,42259.923110884476,28818.436325054943,54878.464184539356
2011-10-02,30614.211815419403,16499.497718960065,43849.16214092593
2011-10-03,42302.320859947125,27701.96717689796,55899.430972043854
2011-10-04,46679.71621151116,33121.49845831064,59445.39996189502
2011-10-05,41499.9094618876,27479.164773508,55068.217828905006
2011-10-06,49742.97010754541,35851.527065712326,63029.865417132816
2011-10-07,38613.69828069538,25444.245717307935,52085.47547990429
2011-10-09,26862.07187826888,13845.189810363578,39894.125504652635
2011-10-10,38644.771340183746,25236.453241237014,51962.37283855901
2011-10-11,43207.774293139024,29911.62114844743,56695.53947505736
2011-10-12,38296.36968837788,24978.865713587486,52214.09875807309
2011-10-13,46880.51121525184,33395.77517571764,58917.11593863099
2011-10-14,36153.281465869004,22214.444566656635,49528.38365519886
2011-10-16,25335.788827770495,11145.219823784691,38440.99186297888
2011-10-17,37622.313166204716,25059.762629910816,50898.36659020761
2011-10-18,42694.36788091055,29760.821700360884,55936.49708000981
2011-10-19,38283.06777507995,25167.167454767223,51566.1873557112
2011-10-20,47344.89801248329,34882.94383976864,61185.72601711704
2011-10-21,37060.5525652566,23208.14185306403,49450.00275753993
2011-10-23,26982.264129940162,13386.752693400564,39844.169498282616
2011-10-24,39548.57630872652,26469.249962734422,52166.48265524562
2011-10-25,44832.98272780444,31060.992990062696,58882.79176617723
2011-10-26,40563.73881902156,27149.928010798874,54252.42031284407
2011-10-27,49696.79543214881,37214.54110852449,63477.11269258653
2011-10-28,39414.61878758123,25804.04242496622,52157.42859481938
2011-10-30,29151.51458018386,16002.64983468683,42089.96188105276
2011-10-31,41544.781513418,28481.598933265523,55133.366569303864
2011-11-01,46614.46423336358,33110.52967073214,59749.34000031996
2011-11-02,42099.50106676144,28230.807988899647,54110.12495515955
2011-11-03,50967.39103410091,38316.53762552793,64625.96692787536
2011-11-04,40412.617401394076,27281.285673080798,53995.017023475375
2011-11-05,52938.128897600865,39713.870633248924,65965.28038843418
2011-11-06,29629.956391367665,16093.262497875432,43219.0859289169
2011-11-07,41798.912763901,28671.605886308516,55066.68313816674
2011-11-08,46681.355345964635,32971.036650129274,59914.26829601824
2011-11-09,42024.48627670415,28247.936356949172,56100.686750903704
2011-11-10,50802.242623471815,37529.27442888089,64294.15967958331
2011-11-11,40213.463903574455,26014.115855575885,53765.56851036482
2011-11-12,52763.18052000368,39210.578069352574,66446.45462204261
2011-11-13,29537.107739045685,16592.43962806452,42740.46469699753
2011-11-14,41843.29777749863,29764.610572861107,55425.49041927243
2011-11-15,46912.93202709256,33503.21792324117,61049.87272756728
2011-11-16,42485.72915670781,29154.035380382542,55195.406820824646
2011-11-17,51526.01900094321,38266.668772048964,63910.28571770917
2011-11-18,41221.165652263386,28643.950900030686,54162.220523801
2011-11-19,54063.17685228202,40736.72005790419,68735.31750096467
2011-11-20,31123.575855925614,17756.71997561632,44539.67277308692
2011-11-21,43695.47806425453,30724.33303054237,56934.82640298325
2011-11-22,48994.84264067663,35080.16936144686,62150.92196178072
2011-11-23,44746.361819400365,31404.049667364852,57605.637108066294
2011-11-24,53900.02392528737,41510.85824288713,68178.57578271472
2011-11-25,43630.01916845308,30252.583071098117,57146.128519304875
2011-11-26,56416.81089845032,43546.323539260244,69885.99962309789
2011-11-27,33322.43444028014,19734.309598283704,46830.6803604377
2011-11-28,45632.95252768028,31670.373311479532,59951.35210769529
2011-11-29,50560.02542996935,36973.324925509885,64477.31770441828
2011-11-30,45827.04789022603,32400.55791528065,60008.02910541807
2011-12-01,54385.88015657374,41894.38335366502,67168.82610166934
2011-12-02,43415.83556046829,28950.558027045747,55838.67056548009
2011-12-03,55405.74306295578,41726.3438045782,68252.40829697359
2011-12-04,31429.145130790213,18759.741634432132,44443.73054996638
