Date,Sales,Quantity,Transactions,Sales_Lag1,Quantity_Lag1,Sales_Lag7,Quantity_Lag7,Sales_Lag30,Quantity_Lag30,Sales_MA7,Sales_Std7,Quantity_MA7,Sales_MA14,Sales_Std14,Quantity_MA14,Sales_MA30,Sales_Std30,Quantity_MA30,Year,Month,Quarter,DayOfWeek,DayOfMonth,WeekOfYear,IsWeekend
2011-04-07,18512.89,10545,1500,17362.36,9170.0,31885.28,20709.0,36404.0,20127.0,23745.831428571426,9980.490435059543,12968.857142857143,28101.364999999998,15295.030311881716,14843.785714285714,25602.484333333334,12153.017289740375,13684.433333333332,2011,4,2,3,7,14,0
2011-04-08,25295.64,13014,1368,18512.89,10545.0,34335.9,16886.0,19506.8,13572.0,22454.365714285716,8909.155444150096,12415.714285714286,28187.36285714286,15274.121601535673,14745.5,25795.445666666667,12098.730072665687,13665.833333333334,2011,4,2,4,8,14,0
2011-04-10,9913.98,5632,933,25295.64,13014.0,25667.510000000002,18494.0,10005.37,5049.0,20203.861428571425,9897.15359122923,10578.285714285714,26274.28,15794.707216822779,13844.92857142857,25792.39933333333,12102.85374658216,13685.266666666666,2011,4,2,6,10,14,1
2011-04-11,22353.27,13640,1223,9913.98,5632.0,6943.15,5679.0,32356.55,14030.0,22405.307142857142,7985.099062574272,11715.57142857143,25628.498571428576,15754.042836225997,13812.357142857143,25458.956666666665,12053.468540376674,13672.266666666666,2011,4,2,0,11,15,0
2011-04-12,25570.3,15341,1111,22353.27,13640.0,33254.24,14013.0,25081.62,14567.0,21307.601428571426,6664.007465925813,11905.285714285714,26794.852142857144,15035.567251673694,14584.57142857143,25475.246,12053.271219834902,13698.066666666668,2011,4,2,1,12,15,0
2011-04-13,24484.42,18769,1021,25570.3,15341.0,30144.77,15995.0,22038.84,11918.0,20498.98,5684.386812550732,12301.57142857143,26888.259285714284,15015.409370934423,15049.285714285714,25556.765333333333,12037.488215745778,13926.433333333332,2011,4,2,2,13,15,0
2011-04-14,36104.07,18877,1547,24484.42,18769.0,17362.36,9170.0,26120.22,15584.0,23176.367142857143,7930.690975599658,13688.285714285714,24416.269999999997,8813.802269590908,14054.57142857143,25889.560333333335,12190.638201436952,14036.2,2011,4,2,3,14,15,0
2011-04-15,28334.121,12729,1480,36104.07,18877.0,18512.89,10545.0,25475.18,10522.0,24579.400142857143,7836.347477173758,14000.285714285714,24162.615785714286,8631.530372593032,13484.57142857143,25984.858366666664,12198.459268637069,14109.766666666666,2011,4,2,4,15,15,0
2011-04-17,12725.5,8183,966,28334.121,12729.0,25295.64,13014.0,4148.12,2749.0,22783.665857142856,8998.882971307097,13310.142857142857,22619.015785714284,8604.548027285195,12862.92857142857,26270.77103333333,11761.69250596593,14290.9,2011,4,2,6,17,15,1
2011-04-18,56026.18,29844,3131,12725.5,8183.0,9913.98,5632.0,26019.55,16765.0,29371.122999999996,13672.071042831214,16769.0,24787.492214285714,12414.044315173187,13673.642857142857,27270.992033333336,12954.95231740746,14726.866666666667,2011,4,2,0,18,16,0
2011-04-19,24338.7,14482,1860,56026.18,29844.0,22353.27,13640.0,23493.49,8960.0,29654.755857142856,13521.988555306905,16889.285714285714,26030.0315,11312.269249622952,14302.42857142857,27299.1657,12947.370787731166,14910.933333333332,2011,4,2,1,19,16,0
2011-04-20,28670.47,18376,990,24338.7,14482.0,25570.3,15341.0,21948.36,12947.0,30097.63728571429,13416.271701558982,17322.85714285714,25702.61935714286,11152.29747820287,14614.07142857143,27523.236033333334,12909.687658219123,15091.9,2011,4,2,2,20,16,0
2011-04-21,32615.63,18216,1894,28670.47,18376.0,24484.42,18769.0,39904.94,21002.0,31259.238714285715,13199.52607786137,17243.85714285714,25879.109357142857,11247.151910537896,14772.714285714286,27280.259033333336,12736.041413991354,14999.033333333333,2011,4,2,3,21,16,0
2011-04-26,31047.43,16155,1865,32615.63,18216.0,36104.07,18877.0,28171.79,13982.0,30536.861571428573,13027.436455865036,16855.0,26856.61435714286,11042.849526304868,15271.642857142857,27376.113699999998,12753.791704189995,15071.466666666667,2011,4,2,1,26,17,0
2011-04-27,25942.44,18249,1268,31047.43,16155.0,28334.121,12729.0,22153.49,14195.0,30195.192857142858,13125.827495491141,17643.571428571428,27387.2965,10786.580276082248,15821.92857142857,27502.412033333334,12719.00284271705,15206.6,2011,4,2,2,27,17,0
2011-04-28,22501.55,13412,1131,25942.44,18249.0,12725.5,8183.0,16715.52,10311.0,31591.77142857143,11358.352540425118,18390.571428571428,27187.71864285714,10853.896627954446,15850.357142857143,27695.2797,12593.038045587165,15309.966666666667,2011,4,2,3,28,17,0
2011-05-01,6973.66,3819,448,22501.55,13412.0,56026.18,29844.0,31515.58,16567.0,24584.268571428573,8557.145636050707,14672.714285714286,26977.695785714284,11235.590846953843,15720.857142857143,26877.2157,13122.325772457985,14885.033333333333,2011,5,2,6,1,17,1
2011-05-03,35229.41,12466,1369,6973.66,3819.0,24338.7,14482.0,24091.67,14390.0,26140.084285714285,9448.661659839943,14384.714285714286,27897.420071428573,11354.3061868594,15637.0,27248.4737,13198.13529981986,14820.9,2011,5,2,1,3,18,0
2011-05-04,27544.15,17385,1143,35229.41,12466.0,28670.47,18376.0,36697.14,18240.0,25979.181428571428,9407.891754033684,14243.142857142857,28038.409357142857,11335.426146579688,15783.0,26943.37403333333,13077.422030309368,14792.4,2011,5,2,2,4,18,0
2011-05-05,29174.29,17479,1798,27544.15,17385.0,32615.63,18216.0,31394.21,14096.0,25487.56142857143,9087.766512413726,14137.857142857143,28373.400071428572,11291.531335141386,15690.857142857143,26869.3767,13057.634599772027,14905.166666666666,2011,5,2,3,5,18,0
2011-05-06,36126.35,19947,2007,29174.29,17479.0,31047.43,16155.0,9241.35,4530.0,26213.12142857143,9781.884818766524,14679.57142857143,28374.9915,11292.706217172032,15767.285714285714,27765.543366666665,12724.404474109519,15419.066666666668,2011,5,2,4,6,18,0
2011-05-08,18867.4,10702,1500,36126.35,19947.0,25942.44,18249.0,23176.72,12263.0,25202.40142857143,10172.242411642332,13601.42857142857,27698.797142857144,11575.2357032253,15622.5,27621.89936666667,12802.07991576937,15367.033333333333,2011,5,2,6,8,18,1
2011-05-09,27899.71,13357,1750,18867.4,10702.0,22501.55,13412.0,70711.92,32803.0,25973.567142857144,10137.924617209605,13593.57142857143,28782.669285714284,10746.065096464521,15992.07142857143,26194.825699999998,9887.531992165368,14718.833333333334,2011,5,2,0,9,19,0
2011-05-10,47819.98,19802,2532,27899.71,13357.0,6973.66,3819.0,31885.28,20709.0,31808.755714285715,9079.17394282079,15876.857142857143,28196.512142857147,9267.864645744921,15274.785714285714,26725.982366666667,10605.687453061573,14688.6,2011,5,2,1,10,19,0
2011-05-11,33687.25,18913,1662,47819.98,19802.0,35229.41,12466.0,34335.9,16886.0,31588.447142857145,9000.708406162144,16797.85714285714,28864.265714285717,9305.234491445122,15591.285714285714,26704.3607,10590.288264110102,14756.166666666666,2011,5,2,2,11,19,0
2011-05-12,61903.090000000004,37829,1927,33687.25,18913.0,27544.15,17385.0,25667.510000000002,18494.0,36496.86714285715,14259.789823007839,19718.428571428572,31238.024285714284,12825.08417443524,16980.785714285714,27912.213366666667,12382.663357626498,15400.666666666666,2011,5,2,3,12,19,0
2011-05-13,30749.95,15246,1418,61903.090000000004,37829.0,29174.29,17479.0,6943.15,5679.0,36721.96142857143,14136.842430034196,19399.428571428572,31104.761428571426,12819.360317097815,16768.64285714286,28705.773366666668,11738.588309558429,15719.566666666668,2011,5,2,4,13,19,0
2011-05-15,9924.28,4898,809,30749.95,15246.0,36126.35,19947.0,33254.24,14013.0,32978.80857142857,17410.650510245592,17249.571428571428,29595.965,14014.02308565286,15964.57142857143,27928.108033333334,12190.941030104812,15415.733333333334,2011,5,2,6,15,19,1
2011-05-16,39651.28,16019,1584,9924.28,4898.0,18867.4,10702.0,30144.77,15995.0,35947.934285714284,16342.503774331197,18009.14285714286,30575.167857142857,14216.578456466379,15805.285714285714,28244.991700000002,12372.743912388518,15416.533333333333,2011,5,2,0,16,20,0
2011-05-17,55151.99,26810,1801,39651.28,16019.0,27899.71,13357.0,17362.36,9170.0,39841.11714285715,17322.376232753344,19931.0,32907.34214285714,15417.60907301586,16762.285714285714,29504.646033333334,13127.244608510879,16004.533333333333,2011,5,2,1,17,20,0
2011-05-18,34483.44,19059,1343,55151.99,26810.0,47819.98,19802.0,18512.89,10545.0,37935.897142857146,17029.49264868426,19824.85714285714,34872.32642857143,13490.756474865178,17850.85714285714,30036.9977,12989.22593204125,16288.333333333334,2011,5,2,2,18,20,0
2011-05-19,35599.35,18144,1888,34483.44,19059.0,33687.25,18913.0,25295.64,13014.0,38209.05428571429,16965.199013780024,19715.0,34898.750714285714,13491.87194809609,18256.428571428572,30380.454700000002,12995.75544505055,16459.333333333332,2011,5,2,3,19,20,0
